setting,model,threshold,accuracy,precision,recall,f1,roc_auc
fixed_split_train_test,text_only,0.271358,0.4648776637726914,0.4480465502909393,0.9746835443037974,0.6138952164009112,0.6277498341108596
fixed_split_train_test,text_only,0.321691,0.4972375690607735,0.4628975265017668,0.9475587703435805,0.6219584569732938,0.6277498341108596
fixed_split_train_test,text_only,0.354989,0.526440410418311,0.47785108388312914,0.9168173598553345,0.6282527881040892,0.6277498341108596
fixed_split_train_test,text_only,0.382264,0.5445935280189423,0.48787878787878786,0.8734177215189873,0.626053143227479,0.6277498341108596
fixed_split_train_test,text_only,0.407885,0.5588003157063931,0.49673202614379086,0.8245931283905967,0.619986403806934,0.6277498341108596
fixed_split_train_test,text_only,0.428774,0.569060773480663,0.5041322314049587,0.7721518987341772,0.61,0.6277498341108596
fixed_split_train_test,text_only,0.450124,0.5730071033938438,0.5077319587628866,0.7124773960216998,0.5929270127915726,0.6277498341108596
fixed_split_train_test,text_only,0.473048,0.580110497237569,0.5148936170212766,0.6564195298372514,0.5771065182829889,0.6277498341108596
fixed_split_train_test,text_only,0.494226,0.5832675611681136,0.5197472353870458,0.5949367088607594,0.554806070826307,0.6277498341108596
fixed_split_train_test,text_only,0.514132,0.579321231254933,0.5177935943060499,0.5262206148282098,0.5219730941704036,0.6277498341108596
fixed_split_train_test,text_only,0.534995,0.5911602209944752,0.5356415478615071,0.4755877034358047,0.5038314176245211,0.6277498341108596
fixed_split_train_test,text_only,0.557457,0.601420678768745,0.5571428571428572,0.4231464737793852,0.48098663926002055,0.6277498341108596
fixed_split_train_test,text_only,0.577998,0.595895816890292,0.5587392550143266,0.352622061482821,0.43237250554323725,0.6277498341108596
fixed_split_train_test,text_only,0.600596,0.5911602209944752,0.5631768953068592,0.2820976491862568,0.3759036144578313,0.6277498341108596
fixed_split_train_test,text_only,0.621554,0.5840568271507498,0.5631067961165048,0.20976491862567812,0.30566534914361,0.6277498341108596
fixed_split_train_test,text_only,0.646858,0.5911602209944752,0.6296296296296297,0.15370705244122965,0.24709302325581395,0.6277498341108596
fixed_split_train_test,text_only,0.684145,0.585635359116022,0.71875,0.08318264014466546,0.14910858995137763,0.6277498341108596
fixed_split_train_test,text_plus_graph,0.284011,0.468034727703236,0.44970906068162925,0.9783001808318263,0.6161731207289294,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.328384,0.4988161010260458,0.4637809187279152,0.9493670886075949,0.6231454005934718,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.357572,0.5248618784530387,0.47690857681432614,0.9150090415913201,0.6270136307311028,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.381526,0.5524861878453039,0.49292929292929294,0.8824593128390597,0.6325340246273493,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.400395,0.5824782951854776,0.5130718954248366,0.8517179023508138,0.6403806934058464,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.425027,0.5895816890292028,0.5194805194805194,0.7956600361663653,0.6285714285714286,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.446086,0.606156274664562,0.5347938144329897,0.7504520795660036,0.6245297215951844,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.467446,0.611681136543015,0.5432624113475177,0.6925858951175407,0.6089030206677265,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.48338,0.6179952644041041,0.5545023696682464,0.6347197106690777,0.5919055649241147,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.504434,0.6282557221783741,0.5729537366548043,0.5822784810126582,0.5775784753363229,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.526432,0.6322020520915549,0.5885947046843177,0.5226039783001808,0.553639846743295,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.550676,0.6235201262825573,0.5904761904761905,0.4484629294755877,0.5097636176772867,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.570001,0.6258879242304657,0.6131805157593123,0.38698010849909587,0.4745011086474501,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.591122,0.6243093922651933,0.6389891696750902,0.32007233273056057,0.42650602409638555,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.619129,0.6077348066298343,0.6359223300970874,0.23688969258589512,0.3451910408432148,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.645562,0.6022099447513812,0.6814814814814815,0.16636528028933092,0.26744186046511625,0.6694297972353499
fixed_split_train_test,text_plus_graph,0.706276,0.5840568271507498,0.703125,0.081374321880651,0.1458670988654781,0.6694297972353499
speaker_disjoint_split,text_only,0.185455,0.4955499046408137,0.4822623828647925,0.9729912221471978,0.6448869993287089,0.634410237381203
