setting,model,threshold,accuracy,precision,recall,f1,roc_auc
fixed_split_train_test,text_only,0.304483,0.4617205998421468,0.4463840399002494,0.9710669077757685,0.6116173120728929,0.6535196357023823
fixed_split_train_test,text_only,0.34106,0.4909234411996843,0.45936395759717313,0.9403254972875226,0.6172106824925816,0.6535196357023823
fixed_split_train_test,text_only,0.369238,0.5217048145224941,0.4750235626767201,0.9113924050632911,0.6245353159851301,0.6535196357023823
fixed_split_train_test,text_only,0.402639,0.5414364640883977,0.4858585858585859,0.8698010849909584,0.6234607906675308,0.6535196357023823
fixed_split_train_test,text_only,0.420275,0.56353591160221,0.5,0.8300180831826401,0.6240652617267165,0.6535196357023823
fixed_split_train_test,text_only,0.443552,0.5769534333070244,0.5100354191263282,0.7811934900542495,0.6171428571428571,0.6535196357023823
fixed_split_train_test,text_only,0.467877,0.5887924230465666,0.520618556701031,0.7305605786618445,0.6079759217456734,0.6535196357023823
fixed_split_train_test,text_only,0.486389,0.5990528808208366,0.5319148936170213,0.6781193490054249,0.5961844197138315,0.6535196357023823
fixed_split_train_test,text_only,0.508144,0.6037884767166535,0.5402843601895735,0.6184448462929476,0.5767284991568297,0.6535196357023823
fixed_split_train_test,text_only,0.520383,0.6140489344909235,0.5569395017793595,0.566003616636528,0.5614349775784754,0.6535196357023823
fixed_split_train_test,text_only,0.533673,0.6148382004735596,0.5661914460285132,0.5027124773960217,0.5325670498084292,0.6535196357023823
fixed_split_train_test,text_only,0.548268,0.6235201262825573,0.5904761904761905,0.4484629294755877,0.5097636176772867,0.6535196357023823
fixed_split_train_test,text_only,0.561981,0.6164167324388319,0.5959885386819485,0.37613019891500904,0.4611973392461197,0.6535196357023823
fixed_split_train_test,text_only,0.576355,0.6227308602999211,0.6353790613718412,0.3182640144665461,0.42409638554216866,0.6535196357023823
fixed_split_train_test,text_only,0.594508,0.6156274664561957,0.6601941747572816,0.24593128390596744,0.3583662714097497,0.6535196357023823
fixed_split_train_test,text_only,0.613991,0.6085240726124704,0.7111111111111111,0.1735985533453888,0.27906976744186046,0.6535196357023823
fixed_split_train_test,text_only,0.634424,0.585635359116022,0.71875,0.08318264014466546,0.14910858995137763,0.6535196357023823
fixed_split_train_test,text_plus_graph,0.25832,0.47277032359905286,0.45220282626766417,0.9837251356238698,0.6195899772209568,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.298675,0.5098658247829518,0.46996466431095407,0.9620253164556962,0.6314540059347181,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.325552,0.5453827940015785,0.4891611687087653,0.9385171790235082,0.6431226765799256,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.354964,0.5730071033938438,0.5060606060606061,0.9059674502712477,0.6493843162670123,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.382201,0.5919494869771112,0.5196078431372549,0.8625678119349005,0.6485384092454113,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.406718,0.6132596685082873,0.5371900826446281,0.8227848101265823,0.65,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.427231,0.6187845303867403,0.5451030927835051,0.7649186256781193,0.636568848758465,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.451735,0.6243093922651933,0.5546099290780142,0.7070524412296564,0.6216216216216216,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.474541,0.6243093922651933,0.5608214849921012,0.6419529837251357,0.5986509274873525,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.493994,0.632991318074191,0.5782918149466192,0.5877034358047016,0.5829596412556054,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.518203,0.6369376479873717,0.594704684317719,0.5280289330922242,0.5593869731800766,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.544925,0.6393054459352802,0.6142857142857143,0.4665461121157324,0.5303186022610483,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.569695,0.6400947119179163,0.6389684813753582,0.40325497287522605,0.49445676274944567,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.59017,0.6337805840568271,0.6606498194945848,0.3309222423146474,0.44096385542168676,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.616963,0.6203630623520127,0.6747572815533981,0.2513562386980108,0.3662714097496706,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.65321,0.6069455406471981,0.7037037037037037,0.1717902350813743,0.2761627906976744,0.6922794434229388
fixed_split_train_test,text_plus_graph,0.720596,0.5935280189423836,0.796875,0.0922242314647378,0.16531604538087522,0.6922794434229388
speaker_disjoint_split,text_only,0.179485,0.4993642720915448,0.4842704149933066,0.9770425388251182,0.6475721637950325,0.6385955841053748
speaker_disjoint_split,text_only,0.238344,0.5232040686586141,0.49662041977943794,0.9426063470627954,0.6505125815470643,0.6385955841053748
speaker_disjoint_split,text_only,0.28187,0.5425937698664971,0.5079726651480638,0.9034436191762323,0.6503037667071689,0.6385955841053748
speaker_disjoint_split,text_only,0.31478,0.5610298792116974,0.5203417412530512,0.8636056718433491,0.6494034018786494,0.6385955841053748
speaker_disjoint_split,text_only,0.346069,0.5740623013350286,0.5309074967119685,0.8176907494935854,0.643806485911749,0.6385955841053748
speaker_disjoint_split,text_only,0.374808,0.5896376350921806,0.5451520912547528,0.7744767049291019,0.6398884239888424,0.6385955841053748
speaker_disjoint_split,text_only,0.404742,0.5924984106802289,0.551634665282823,0.7177582714382175,0.6238262910798122,0.6385955841053748
speaker_disjoint_split,text_only,0.432889,0.5998092816274635,0.5634285714285714,0.6657663740715732,0.6103373568554628,0.6385955841053748
speaker_disjoint_split,text_only,0.460139,0.6033057851239669,0.5740623013350286,0.6097231600270088,0.5913555992141454,0.6385955841053748
speaker_disjoint_split,text_only,0.486234,0.5966306420851876,0.5759312320916905,0.5428764348413234,0.5589155370177268,0.6385955841053748
speaker_disjoint_split,text_only,0.515711,0.5950413223140496,0.5849056603773585,0.4814314652261985,0.5281481481481481,0.6385955841053748
speaker_disjoint_split,text_only,0.541346,0.5921805467260013,0.5950095969289827,0.4186360567184335,0.49147839873166865,0.6385955841053748
speaker_disjoint_split,text_only,0.571958,0.5886840432294977,0.608092485549133,0.3551654287643484,0.4484228473998295,0.6385955841053748
speaker_disjoint_split,text_only,0.603144,0.583916083916084,0.625,0.29034436191762325,0.396496081143384,0.6385955841053748
speaker_disjoint_split,text_only,0.635024,0.5724729815638907,0.6328125,0.2187711006076975,0.325137982940291,0.6385955841053748
speaker_disjoint_split,text_only,0.679228,0.5619834710743802,0.6537313432835821,0.14787305874409182,0.24118942731277532,0.6385955841053748
speaker_disjoint_split,text_only,0.736013,0.5495867768595041,0.7025316455696202,0.074949358541526,0.1354484441732764,0.6385955841053748
speaker_disjoint_split,text_plus_graph,0.175166,0.4955499046408137,0.4822623828647925,0.9729912221471978,0.6448869993287089,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.230762,0.5232040686586141,0.49662041977943794,0.9426063470627954,0.6505125815470643,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.26956,0.5432294977749523,0.5083523158694001,0.9041188386225524,0.6507897934386391,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.305968,0.5642085187539733,0.5223759153783564,0.8669817690749494,0.6519421172886519,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.340997,0.5721551176096631,0.5295922840859272,0.8156650911546253,0.6422115895800107,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.37041,0.5902733630006357,0.5456273764258555,0.775151924375422,0.6404463040446304,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.404107,0.6039415130324222,0.5609756097560976,0.7299122214719784,0.6343896713615024,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.434094,0.6093452002542912,0.572,0.675894665766374,0.6196224079232435,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.459302,0.6147488874761602,0.5855054036872218,0.6218771100607697,0.6031434184675835,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.490871,0.6176096630642085,0.5995702005730659,0.5651586765698852,0.5818561001042752,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.521572,0.6128417037507946,0.6078753076292043,0.50033760972316,0.5488888888888889,0.6524653620534782
speaker_disjoint_split,text_plus_graph,0.552079,0.6023521932612842,0.6103646833013435,0.42943956785955434,0.5041617122473246,0.6524653620534782
