support,itemsets,itemset_size
0.01149245563286686,"frozenset({'subject=education', 'state=Texas'})",2
0.010007036197326244,"frozenset({'state=Texas', 'subject=health-care'})",2
0.011883355484324915,"frozenset({'state=Unknown', 'subject=candidates-biography'})",2
0.01751231334532093,"frozenset({'state=Unknown', 'subject=economy'})",2
0.012586975216949417,"frozenset({'state=Unknown', 'subject=education'})",2
0.011648815573450082,"frozenset({'state=Unknown', 'subject=elections'})",2
0.012899695098115862,"frozenset({'state=Unknown', 'subject=federal-budget'})",2
0.01203971542490814,"frozenset({'state=Unknown', 'subject=foreign-policy'})",2
0.025955750136814948,"frozenset({'state=Unknown', 'subject=health-care'})",2
0.01203971542490814,"frozenset({'state=Unknown', 'subject=jobs'})",2
0.011101555781408803,"frozenset({'state=Unknown', 'subject=message-machine-2012'})",2
0.012977875068407474,"frozenset({'state=Unknown', 'subject=pundits'})",2
0.010710655929950746,"frozenset({'state=Unknown', 'subject=state-budget'})",2
0.018059573137362207,"frozenset({'state=Unknown', 'subject=taxes'})",2
0.016183253850363538,"frozenset({'subject=state-budget', 'state=Wisconsin'})",2
0.014463294503948088,"frozenset({'subject=crime', 'subject=criminal-justice'})",2
0.013603314830740364,"frozenset({'subject=federal-budget', 'subject=deficit'})",2
0.03627550621530764,"frozenset({'subject=economy', 'subject=jobs'})",2
0.011648815573450082,"frozenset({'subject=economy', 'subject=taxes'})",2
0.010867015870533969,"frozenset({'subject=workers', 'subject=economy'})",2
0.01571417402861387,"frozenset({'subject=state-budget', 'subject=education'})",2
0.013134235008990696,"frozenset({'subject=environment', 'subject=energy'})",2
0.010163396137909468,"frozenset({'subject=terrorism', 'subject=foreign-policy'})",2
0.011023375811117191,"frozenset({'subject=medicare', 'subject=health-care'})",2
0.010007036197326244,"frozenset({'subject=health-care', 'subject=public-health'})",2
0.017825033226487375,"frozenset({'subject=state-budget', 'subject=state-finances'})",2
0.01461965444453131,"frozenset({'subject=state-budget', 'subject=taxes'})",2
0.01157063560315847,"frozenset({'party=republican', 'state=Florida', 'label=barely-true'})",3
0.012586975216949417,"frozenset({'party=republican', 'state=Texas', 'label=barely-true'})",3
0.010867015870533969,"frozenset({'party=republican', 'state=Unknown', 'label=barely-true'})",3
0.010007036197326244,"frozenset({'party=republican', 'subject=economy', 'label=barely-true'})",3
0.012586975216949417,"frozenset({'party=republican', 'subject=health-care', 'label=barely-true'})",3
0.017277773434446093,"frozenset({'state=Unknown', 'party=unknown', 'label=barely-true'})",3
0.010397936048784301,"frozenset({'party=republican', 'label=false', 'state=Florida'})",3
0.01094519584082558,"frozenset({'party=republican', 'label=false', 'state=New York'})",3
0.013056055038699086,"frozenset({'party=republican', 'state=Texas', 'label=false'})",3
0.011023375811117191,"frozenset({'party=republican', 'label=false', 'state=Unknown'})",3
0.010163396137909468,"frozenset({'party=republican', 'label=false', 'subject=economy'})",3
0.014228754593073255,"frozenset({'party=republican', 'label=false', 'subject=health-care'})",3
0.010319756078492691,"frozenset({'party=republican', 'label=false', 'subject=taxes'})",3
0.024392150730982724,"frozenset({'state=Unknown', 'label=false', 'party=unknown'})",3
0.013525134860448753,"frozenset({'party=democrat', 'label=half-true', 'state=Illinois'})",3
0.010085216167617856,"frozenset({'party=democrat', 'label=half-true', 'subject=economy'})",3
0.012352435306074584,"frozenset({'party=republican', 'label=half-true', 'state=Florida'})",3
