setting,model,threshold,accuracy,precision,recall,f1,roc_auc
fixed_split_train_test,text_only,0.329754,0.47592738752959746,0.4538653366583541,0.9873417721518988,0.621867881548975,0.6500980138890999
fixed_split_train_test,text_only,0.354422,0.4988161010260458,0.4637809187279152,0.9493670886075949,0.6231454005934718,0.6500980138890999
fixed_split_train_test,text_only,0.374683,0.5248618784530387,0.47690857681432614,0.9150090415913201,0.6270136307311028,0.6500980138890999
fixed_split_train_test,text_only,0.389436,0.5461720599842147,0.4888888888888889,0.8752260397830018,0.627349319507453,0.6500980138890999
fixed_split_train_test,text_only,0.402446,0.5682715074980268,0.5032679738562091,0.8354430379746836,0.628144119646499,0.6500980138890999
fixed_split_train_test,text_only,0.417155,0.5816890292028414,0.51357733175915,0.786618444846293,0.6214285714285714,0.6500980138890999
fixed_split_train_test,text_only,0.426743,0.5919494869771112,0.5231958762886598,0.7341772151898734,0.6109857035364936,0.6500980138890999
fixed_split_train_test,text_only,0.436699,0.5895816890292028,0.5234042553191489,0.6672694394213382,0.5866454689984102,0.6500980138890999
fixed_split_train_test,text_only,0.447465,0.6006314127861089,0.5371248025276462,0.6148282097649186,0.5733558178752108,0.6500980138890999
fixed_split_train_test,text_only,0.458722,0.6156274664561957,0.5587188612099644,0.5678119349005425,0.5632286995515695,0.6500980138890999
fixed_split_train_test,text_only,0.46809,0.6227308602999211,0.5763747454175153,0.5117540687160941,0.5421455938697318,0.6500980138890999
fixed_split_train_test,text_only,0.476986,0.6187845303867403,0.5833333333333334,0.4430379746835443,0.5035971223021583,0.6500980138890999
fixed_split_train_test,text_only,0.486142,0.6148382004735596,0.5931232091690545,0.3743218806509946,0.458980044345898,0.6500980138890999
fixed_split_train_test,text_only,0.496004,0.6022099447513812,0.5884476534296029,0.29475587703435807,0.3927710843373494,0.6500980138890999
fixed_split_train_test,text_only,0.507876,0.5966850828729282,0.6019417475728155,0.22423146473779385,0.32674571805006586,0.6500980138890999
fixed_split_train_test,text_only,0.524762,0.5880031570639306,0.6148148148148148,0.15009041591320071,0.24127906976744187,0.6500980138890999
fixed_split_train_test,text_only,0.547292,0.5840568271507498,0.703125,0.081374321880651,0.1458670988654781,0.6500980138890999
fixed_split_train_test,text_plus_graph,0.312849,0.47434885556432516,0.45303408146300916,0.9855334538878843,0.6207289293849658,0.6887210580434706
fixed_split_train_test,text_plus_graph,0.340121,0.5067087608524072,0.46819787985865724,0.9584086799276673,0.629080118694362,0.6887210580434706
fixed_split_train_test,text_plus_graph,0.359714,0.5374901341752171,0.48444863336475025,0.9294755877034359,0.6369268897149938,0.6887210580434706
fixed_split_train_test,text_plus_graph,0.375706,0.5651144435674822,0.501010101010101,0.8969258589511754,0.642903434867142,0.6887210580434706
fixed_split_train_test,text_plus_graph,0.390065,0.5777426992896606,0.5098039215686274,0.8462929475587704,0.6363018354860639,0.6887210580434706
fixed_split_train_test,text_plus_graph,0.402554,0.5974743488555643,0.525383707201889,0.8047016274864376,0.6357142857142857,0.6887210580434706
fixed_split_train_test,text_plus_graph,0.413561,0.6093133385951065,0.5373711340206185,0.7540687160940326,0.6275395033860045,0.6887210580434706
fixed_split_train_test,text_plus_graph,0.425282,0.6227308602999211,0.5531914893617021,0.705244122965642,0.6200317965023847,0.6887210580434706
fixed_split_train_test,text_plus_graph,0.436945,0.6290449881610103,0.5655608214849921,0.6473779385171791,0.6037099494097807,0.6887210580434706
fixed_split_train_test,text_plus_graph,0.448961,0.6393054459352802,0.5854092526690391,0.5949367088607594,0.590134529147982,0.6887210580434706
