setting,model,threshold,accuracy,precision,recall,f1,roc_auc
fixed_split_train_test,text_only,0.190518,0.4696132596685083,0.45054031587697424,0.9801084990958409,0.6173120728929385,0.6417275771067921
fixed_split_train_test,text_only,0.260213,0.500394632991318,0.46466431095406363,0.9511754068716094,0.6243323442136498,0.6417275771067921
fixed_split_train_test,text_only,0.304344,0.5327545382794001,0.4816211121583412,0.9240506329113924,0.6332094175960347,0.6417275771067921
fixed_split_train_test,text_only,0.342152,0.5398579321231255,0.48484848484848486,0.8679927667269439,0.6221646143875567,0.6417275771067921
fixed_split_train_test,text_only,0.372376,0.5619573796369376,0.4989106753812636,0.8282097649186256,0.6227056424201224,0.6417275771067921
fixed_split_train_test,text_only,0.400216,0.5785319652722968,0.5112160566706021,0.783001808318264,0.6185714285714285,0.6417275771067921
fixed_split_train_test,text_only,0.425889,0.590370955011839,0.5219072164948454,0.7323688969258589,0.6094808126410836,0.6417275771067921
fixed_split_train_test,text_only,0.451002,0.6069455406471981,0.5390070921985816,0.6871609403254972,0.604133545310016,0.6417275771067921
fixed_split_train_test,text_only,0.477613,0.6156274664561957,0.5520504731861199,0.6329113924050633,0.5897219882055602,0.6417275771067921
fixed_split_train_test,text_only,0.50581,0.6093133385951065,0.5516014234875445,0.5605786618444847,0.5560538116591929,0.6417275771067921
fixed_split_train_test,text_only,0.529483,0.6101026045777427,0.560081466395112,0.4972875226039783,0.5268199233716475,0.6417275771067921
fixed_split_train_test,text_only,0.555989,0.6045777426992897,0.5619047619047619,0.4267631103074141,0.4850976361767729,0.6417275771067921
fixed_split_train_test,text_only,0.587859,0.6037884767166535,0.5730659025787965,0.3616636528028933,0.4434589800443459,0.6417275771067921
fixed_split_train_test,text_only,0.617075,0.595895816890292,0.5740072202166066,0.2875226039783002,0.38313253012048193,0.6417275771067921
fixed_split_train_test,text_only,0.650141,0.5887924230465666,0.5776699029126213,0.21518987341772153,0.31357048748353095,0.6417275771067921
fixed_split_train_test,text_only,0.693378,0.5769534333070244,0.562962962962963,0.13743218806509946,0.22093023255813954,0.6417275771067921
fixed_split_train_test,text_only,0.743804,0.5714285714285714,0.578125,0.06690777576853527,0.11993517017828201,0.6417275771067921
fixed_split_train_test,text_plus_graph,0.643781,0.4696132596685083,0.45054031587697424,0.9801084990958409,0.6173120728929385,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.671104,0.5082872928176796,0.46908127208480566,0.9602169981916817,0.6302670623145401,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.692938,0.5374901341752171,0.48444863336475025,0.9294755877034359,0.6369268897149938,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.709374,0.5524861878453039,0.49292929292929294,0.8824593128390597,0.6325340246273493,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.720884,0.5556432517758485,0.49455337690631807,0.8209764918625678,0.6172671651937458,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.731912,0.5722178374112076,0.5064935064935064,0.7757685352622061,0.6128571428571429,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.742448,0.585635359116022,0.5180412371134021,0.7269439421338155,0.6049661399548533,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.752301,0.6069455406471981,0.5390070921985816,0.6871609403254972,0.604133545310016,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.764946,0.6156274664561957,0.5520504731861199,0.6329113924050633,0.5897219882055602,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.775763,0.6250986582478295,0.5693950177935944,0.5786618444846293,0.5739910313901345,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.786515,0.6243093922651933,0.5784114052953157,0.5135623869801085,0.5440613026819924,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.801816,0.6219415943172849,0.5880952380952381,0.44665461121157324,0.5077081192189106,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.812138,0.6148382004735596,0.5931232091690545,0.3743218806509946,0.458980044345898,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.827644,0.6022099447513812,0.5884476534296029,0.29475587703435807,0.3927710843373494,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.841754,0.5982636148382005,0.6067961165048543,0.22603978300180833,0.32938076416337286,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.858715,0.5911602209944752,0.6296296296296297,0.15370705244122965,0.24709302325581395,0.6545504277660431
fixed_split_train_test,text_plus_graph,0.88567,0.579321231254933,0.65625,0.0759493670886076,0.13614262560777957,0.6545504277660431
speaker_disjoint_split,text_only,0.265926,0.4974570883661793,0.48326639892904955,0.975016880486158,0.6462295815618707,0.646627248450341
speaker_disjoint_split,text_only,0.325648,0.5206611570247934,0.4951974386339381,0.9399054692775152,0.6486486486486487,0.646627248450341
speaker_disjoint_split,text_only,0.367633,0.5413223140495868,0.507213363705391,0.9020931802835922,0.6493317132442284,0.646627248450341
speaker_disjoint_split,text_only,0.398308,0.5553083280356008,0.516680227827502,0.8575286968264686,0.6448337141406448,0.646627248450341
speaker_disjoint_split,text_only,0.427487,0.575333757151939,0.5317843051293293,0.8190411883862255,0.644869750132908,0.646627248450341
speaker_disjoint_split,text_only,0.457506,0.5851875397329943,0.5418250950570342,0.7697501688048616,0.6359832635983264,0.646627248450341
speaker_disjoint_split,text_only,0.484995,0.5886840432294977,0.5485210171250648,0.7137069547602971,0.6203051643192489,0.646627248450341
speaker_disjoint_split,text_only,0.509369,0.5979020979020979,0.5617142857142857,0.6637407157326131,0.6084803466419065,0.646627248450341
speaker_disjoint_split,text_only,0.536558,0.6020343293070566,0.5727908455181182,0.6083727211343687,0.5900458415193189,0.646627248450341
speaker_disjoint_split,text_only,0.563513,0.6048951048951049,0.585243553008596,0.5516542876434841,0.5679527285366701,0.646627248450341
speaker_disjoint_split,text_only,0.587932,0.6115702479338843,0.6062346185397867,0.4989871708305199,0.5474074074074075,0.646627248450341
speaker_disjoint_split,text_only,0.613198,0.6068022886204705,0.6170825335892515,0.43416610398379474,0.5097106619104241,0.646627248450341
speaker_disjoint_split,text_only,0.639025,0.6045772409408773,0.6369942196531792,0.3720459149223498,0.4697357203751066,0.646627248450341
speaker_disjoint_split,text_only,0.665626,0.5991735537190083,0.6598837209302325,0.3065496286293045,0.4186260949746427,0.646627248450341
speaker_disjoint_split,text_only,0.694217,0.5826446280991735,0.6640625,0.22957461174881835,0.34119417962870047,0.646627248450341
speaker_disjoint_split,text_only,0.733887,0.5683407501589319,0.6835820895522388,0.15462525320729237,0.2522026431718062,0.646627248450341
speaker_disjoint_split,text_only,0.79366,0.55276541640178,0.7341772151898734,0.07832545577312626,0.1415497254423429,0.646627248450341
speaker_disjoint_split,text_plus_graph,0.254166,0.4993642720915448,0.4842704149933066,0.9770425388251182,0.6475721637950325,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.303433,0.5181182453909726,0.4937744574884383,0.937204591492235,0.646784715750233,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.34129,0.5381436745073108,0.5053151100987092,0.8987170830519919,0.6469015795868773,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.373479,0.5629370629370629,0.5215622457282343,0.8656313301823092,0.6509266311246509,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.39937,0.5746980292434838,0.5313459009206488,0.8183659689399054,0.6443381180223285,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.42771,0.5845518118245391,0.5413498098859315,0.7690749493585415,0.6354253835425383,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.449948,0.5982199618563255,0.5563051375194603,0.7238352464550979,0.6291079812206573,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.473268,0.6029879211697393,0.5662857142857143,0.6691424713031735,0.6134323738780564,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.492825,0.6128417037507946,0.5835982199618563,0.6198514517218096,0.6011787819253438,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.515647,0.6137952956134775,0.5952722063037249,0.5611073598919649,0.5776850886339937,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.534955,0.6198347107438017,0.6168990976210008,0.5077650236326806,0.557037037037037,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.555779,0.6131595677050222,0.6266794625719769,0.44091829844699526,0.5176377328577091,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.581049,0.6064844246662429,0.6404624277456648,0.3740715732613099,0.4722932651321398,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.60779,0.598537825810553,0.6584302325581395,0.3058744091829845,0.41770401106500693,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.63899,0.5909090909090909,0.689453125,0.23835246455097908,0.3542398394380331,0.6539135354125225
speaker_disjoint_split,text_plus_graph,0.67945,0.575333757151939,0.7164179104477612,0.16205266711681296,0.2643171806167401,0.6539135354125225
